,userId,movieId,rating
27022,182,6947,3.5
27026,182,6978,3.5
27032,182,7090,4.5
27039,182,7299,4.0
27056,182,8973,4.5
27057,182,8984,3.0
27069,183,110,5.0
27070,183,377,5.0
27071,183,380,4.0
27074,183,480,4.0
27076,183,592,3.0
27078,183,858,3.0
27091,183,1370,5.0
27093,183,1408,4.0
27095,183,1580,4.0
27097,183,1610,5.0
27098,183,1970,3.0
27099,183,2028,5.0
27100,183,2058,4.0
27102,183,2288,2.0
27106,183,2662,3.0
27108,183,2924,3.0
27113,183,3062,4.0
27119,183,3573,2.0
27134,184,6283,4.0
27149,184,77561,3.0
27191,184,122906,4.0
27262,185,223,4.0
27264,185,364,4.0
27265,185,588,4.0
27266,185,595,4.0
27267,185,605,3.0
27269,185,919,3.0
27273,185,1685,3.0
27276,185,1907,3.0
27279,185,2085,4.0
27280,185,2355,3.0
27283,185,2565,4.0
27287,185,3034,3.0
27288,185,3114,3.0
27291,185,3598,3.0
27301,185,4995,5.0
27302,185,5146,1.0
27310,186,185,4.0
27311,186,196,4.0
27312,186,260,4.0
27315,186,329,4.0
27316,186,364,4.0
27317,186,377,4.0
27318,186,379,4.0
27319,186,380,4.0
27321,186,480,4.0
27322,186,500,4.0
27323,186,512,4.0
27324,186,541,4.0
27325,186,588,5.0
27327,186,592,4.0
27328,186,593,5.0
27329,186,594,4.0
27330,186,595,5.0
27331,186,648,4.0
27335,186,780,4.0
27336,186,788,4.0
27337,186,898,4.0
27339,186,902,5.0
27342,186,914,4.0
27344,186,916,5.0
27345,186,919,5.0
27346,186,924,5.0
27347,186,950,4.0
27349,186,953,5.0
27350,186,968,5.0
27357,186,1073,5.0
27373,186,1259,4.0
27374,186,1265,5.0
27384,186,1371,4.0
27385,186,1372,5.0
27386,186,1374,4.0
27387,186,1375,4.0
27388,186,1376,5.0
27389,186,1391,4.0
27391,186,1544,4.0
27392,186,1573,4.0
27393,186,1580,4.0
27394,186,1584,5.0
27395,186,1653,4.0
27400,186,1909,4.0
27401,186,1921,4.0
27402,186,1931,5.0
27403,186,1947,4.0
27404,186,2000,4.0
27406,186,2009,4.0
27407,186,2013,4.0
27408,186,2021,4.0
27409,186,2034,2.0
27411,186,2048,3.0
27413,186,2054,4.0
27414,186,2064,4.0
27417,186,2082,4.0
27419,186,2100,4.0
27420,186,2105,3.0
27422,186,2116,4.0
27423,186,2135,4.0
27425,186,2140,4.0
27426,186,2161,4.0
27429,186,2193,4.0
27431,186,2266,4.0
27432,186,2288,4.0
27439,186,2454,4.0
27442,186,2528,4.0
27448,186,2605,3.0
27449,186,2617,5.0
27451,186,2640,5.0
27453,186,2662,4.0
27471,186,3114,4.0
27472,186,3175,5.0
27485,186,3638,4.0
27501,186,4232,5.0
27510,186,4643,4.0
27519,186,4995,3.0
27527,186,5434,4.0
27533,187,16,4.0
27534,187,25,3.0
27538,187,70,4.0
27539,187,97,3.0
27540,187,110,3.0
27541,187,111,4.5
27542,187,145,1.0
27543,187,223,4.5
27544,187,231,1.0
27545,187,235,4.5
27546,187,247,4.0
27547,187,253,3.5
27548,187,260,4.0
27549,187,288,3.0
27550,187,290,4.0
27551,187,296,4.5
27552,187,318,3.0
27553,187,319,4.0
27555,187,377,2.0
27556,187,380,2.0
27558,187,431,4.5
27559,187,500,1.5
27560,187,527,4.0
27561,187,541,4.5
27562,187,551,3.5
27564,187,586,1.5
27565,187,590,1.0
27566,187,593,4.0
27567,187,597,1.5
27568,187,608,4.5
27571,187,745,4.0
27574,187,780,0.5
27575,187,866,4.0
27576,187,912,4.0
27577,187,922,5.0
27578,187,924,4.0
27579,187,968,4.0
27581,187,1089,4.5
27603,187,1265,4.5
27609,187,1580,2.0
27612,187,1690,4.0
27613,187,1729,4.0
27617,187,1809,5.0
27620,187,1884,3.0
27622,187,1921,5.0
27623,187,2064,4.0
27625,187,2288,4.0
27626,187,2291,4.0
27629,187,2502,4.5
27634,187,2657,4.5
27642,187,2959,3.0
27652,187,3681,4.5
27656,187,4011,1.5
27659,187,4105,4.5
27671,187,4967,4.5
27674,187,5146,4.0
27686,187,5971,3.5
27689,187,6283,3.5
27694,187,6440,4.0
27696,187,6537,2.5
27697,187,6620,5.0
27718,187,7445,2.0
27723,187,8012,4.0
27727,187,8491,4.0
27732,187,8874,5.0
27735,187,8961,4.0
27743,187,27397,5.0
27761,187,33138,5.0
27775,187,42632,3.5
27788,187,51540,3.0
27793,188,594,4.0
27794,188,830,4.0
27795,188,898,5.0
27799,188,913,5.0
27800,188,914,5.0
27801,188,918,4.0
27802,188,919,5.0
27803,188,926,4.0
27807,188,1088,4.0
27808,188,1091,3.0
27813,188,1282,5.0
27815,188,1537,4.0
27817,188,1947,5.0
27819,188,1951,5.0
27822,188,2302,5.0
27823,188,2312,5.0
27825,188,2359,5.0
27827,188,2436,5.0
27828,188,2565,5.0
27839,189,318,4.0
27841,189,527,4.5
27842,189,593,4.0
27843,189,1265,4.0
27846,189,2959,4.0
27859,190,318,4.0
27860,190,527,5.0
27861,190,858,4.5
27867,190,2959,4.0
27876,190,4886,4.0
27880,190,4975,3.0
27881,190,4995,4.0
27892,190,5902,3.5
27896,190,6016,5.0
27909,190,7451,4.0
27916,190,8961,4.0
27917,190,8970,3.0
27926,191,6,4.0
27927,191,16,4.0
27929,191,21,4.0
27930,191,25,5.0
27938,191,58,4.0
27940,191,85,5.0
27942,191,95,3.0
27943,191,99,5.0
27944,191,110,3.0
27945,191,111,5.0
27946,191,140,3.0
27947,191,144,4.0
27948,191,148,5.0
27949,191,150,2.0
27951,191,153,1.0
27952,191,155,4.0
27953,191,158,2.0
27956,191,161,2.0
27957,191,162,5.0
27958,191,175,5.0
27959,191,178,1.0
27960,191,193,2.0
27961,191,194,5.0
27963,191,213,5.0
27964,191,215,4.0
27965,191,223,5.0
27967,191,229,5.0
27969,191,235,5.0
27970,191,236,3.0
27972,191,246,5.0
27973,191,261,4.0
27975,191,269,3.0
27976,191,272,5.0
27977,191,281,4.0
27980,191,288,3.0
27981,191,292,1.0
27982,191,293,5.0
27983,191,296,5.0
27984,191,299,5.0
27985,191,300,4.0
27986,191,303,1.0
27987,191,306,5.0
27988,191,307,5.0
27989,191,308,5.0
27991,191,314,4.0
27993,191,318,4.0
27994,191,319,4.0
27996,191,339,1.0
27998,191,348,5.0
27999,191,380,3.0
28001,191,427,1.0
28002,191,468,3.0
28004,191,496,5.0
28005,191,581,5.0
28006,191,608,5.0
28007,191,668,5.0
28008,191,673,5.0
28012,192,110,3.0
28013,192,150,5.0
28015,192,185,5.0
28017,192,266,4.0
28018,192,288,3.0
28019,192,292,4.0
28020,192,296,3.0
28021,192,315,4.0
28026,192,380,5.0
28028,192,454,4.0
28029,192,480,5.0
28030,192,590,4.0
28031,192,593,3.0
28033,193,260,5.0
28034,193,296,4.0
28035,193,307,3.5
28036,193,318,3.5
28038,193,480,2.0
28039,193,527,4.0
28040,193,593,3.5
28042,193,858,4.5
28044,193,924,5.0
28054,193,2959,3.0
28057,193,6016,4.0
28063,193,48385,4.0
28068,194,163,3.0
28069,194,168,3.5
28070,194,315,3.5
28072,194,552,3.5
28073,194,784,3.0
28075,194,1090,4.5
28078,194,1380,2.5
28079,194,1396,3.5
28081,194,1653,3.5
28087,195,6,4.0
28089,195,16,4.0
28090,195,25,4.0
28094,195,70,4.0
28095,195,111,2.0
28096,195,150,4.0
28097,195,161,4.0
28098,195,165,2.0
28101,195,235,5.0
28102,195,260,4.0
28103,195,296,5.0
28104,195,300,4.0
28105,195,318,5.0
28107,195,377,4.0
28108,195,431,4.0
28110,195,527,4.0
28112,195,553,4.0
28114,195,608,5.0
28115,195,648,5.0
28117,195,800,2.0
28118,195,866,4.0
28119,195,903,2.0
28122,195,919,1.0
28123,195,996,1.0
28127,195,1089,5.0
28128,195,1090,5.0
28134,195,1213,5.0
28138,195,1249,4.0
28139,195,1259,4.0
28140,195,1266,5.0
28144,195,1358,4.0
28145,195,1365,3.0
28146,195,1370,3.0
28147,195,1392,4.0
28148,195,1407,3.0
28153,195,1573,3.0
28155,195,1635,2.0
28156,195,1653,3.0
28159,195,1682,4.0
28161,195,1722,2.0
28166,195,1909,3.0
28168,195,1921,2.0
28169,195,1923,3.0
28170,195,1958,4.0
28171,195,1961,4.0
28172,195,1968,3.0
28174,195,2005,3.0
28175,195,2006,4.0
28177,195,2028,3.0
28179,195,2155,5.0
28182,195,2268,4.0
28184,195,2321,3.0
28192,195,2501,4.0
28202,195,2770,4.0
28203,195,2771,3.0
28206,195,2841,4.0
28218,195,3053,3.0
28236,195,3683,3.0
28270,195,4723,1.0
28271,195,4995,4.0
28274,196,62,4.5
28275,196,104,3.5
28276,196,110,3.5
28277,196,150,5.0
28278,196,364,5.0
28283,196,1259,3.0
28285,196,1552,4.0
28286,196,2028,3.0
28307,197,153,2.0
28308,197,235,3.0
28309,197,293,5.0
28310,197,296,5.0
28311,197,318,4.0
28313,197,541,5.0
28315,197,592,5.0
28316,197,786,2.0
28317,197,858,2.0
28318,197,924,4.0
28323,197,1213,3.0
28325,197,1377,4.0
28327,197,1729,3.0
28331,197,1909,4.0
28332,197,1968,4.0
28334,197,2028,3.0
28336,197,2268,4.0
28340,197,3072,4.0
28342,198,24,4.0
28343,198,25,4.0
28349,198,58,5.0
28350,198,66,1.0
28351,198,104,3.0
28352,198,105,4.0
28353,198,110,3.0
28354,198,172,4.0
28355,198,185,4.0
28356,198,198,4.0
28357,198,215,5.0
28358,198,260,5.0
28360,198,266,4.0
28361,198,296,5.0
28363,198,318,5.0
28367,198,364,4.0
28370,198,441,4.0
28372,198,480,3.0
28373,198,541,3.0
28374,198,567,1.0
28376,198,592,3.0
28377,198,593,4.0
28378,198,597,3.0
28379,198,608,3.0
28380,198,648,3.0
28383,198,780,2.0
28384,198,903,4.0
28385,198,912,5.0
28386,198,913,4.0
28387,198,920,5.0
28388,198,923,5.0
28389,198,924,4.0
28392,198,1089,5.0
28393,198,1092,4.0
28403,198,1213,4.0
28408,198,1246,5.0
28409,198,1247,3.0
28410,198,1250,5.0
28413,198,1259,4.0
28415,198,1265,4.0
28418,198,1277,4.0
28421,198,1391,3.0
28426,198,1485,4.0
28428,198,1573,4.0
28429,198,1580,4.0
28430,198,1584,4.0
28431,198,1591,2.0
28432,198,1597,5.0
28434,198,1619,4.0
28437,198,1639,2.0
28438,198,1644,3.0
28439,198,1645,5.0
28440,198,1653,5.0
28442,198,1682,4.0
28443,198,1690,2.0
28447,198,1735,4.0
28449,198,1885,1.0
28451,198,1921,2.0
28453,198,1961,5.0
28454,198,1968,3.0
28457,198,2023,4.0
28458,198,2028,4.0
28460,198,2067,4.0
28461,198,2080,5.0
28463,198,2117,3.0
28472,198,2357,4.0
28473,198,2360,3.0
28482,198,2575,3.0
28486,198,2640,3.0
28497,198,2959,5.0
28501,198,3033,3.0
28531,198,4011,3.0
28540,198,4174,3.0
28551,198,4808,2.0
28552,198,4823,1.0
28553,198,4886,3.0
28560,198,4995,4.0
28571,199,6,4.0
28573,199,11,4.0
28574,199,20,2.0
28575,199,21,4.0
28576,199,25,5.0
28580,199,62,1.0
28581,199,81,3.0
28582,199,85,1.0
28583,199,111,3.0
28584,199,150,4.0
28585,199,161,3.5
28586,199,223,3.0
28587,199,229,3.0
28588,199,260,4.0
28589,199,266,2.0
28590,199,267,1.5
28591,199,293,3.5
28592,199,296,4.0
28593,199,300,4.0
28594,199,307,2.0
28595,199,318,4.0
28596,199,345,3.0
28599,199,377,2.0
28600,199,380,3.0
28602,199,427,1.0
28603,199,440,4.0
28605,199,466,3.0
28606,199,482,3.0
28607,199,492,2.0
28608,199,497,3.0
28609,199,509,3.0
28611,199,527,5.0
28612,199,534,4.0
28614,199,541,5.0
28616,199,551,1.0
28618,199,562,3.0
28619,199,587,2.0
28621,199,592,3.0
28622,199,593,4.0
28623,199,597,3.0
28624,199,608,5.0
28625,199,698,1.0
28630,199,780,3.0
28631,199,858,4.0
28632,199,903,3.0
28634,199,910,4.0
28635,199,912,5.0
28636,199,913,4.5
28637,199,923,5.0
28644,199,1089,4.0
28645,199,1091,1.5
28665,199,1213,4.0
28674,199,1250,5.0
28676,199,1262,5.0
28677,199,1265,4.0
28678,199,1267,5.0
28679,199,1272,5.0
28681,199,1277,4.0
28682,199,1278,5.0
28692,199,1358,4.0
28693,199,1374,4.5
28694,199,1377,1.0
28697,199,1391,1.0
28699,199,1411,4.0
28708,199,1580,4.0
28709,199,1584,2.0
28711,199,1597,3.0
28713,199,1610,5.0
28716,199,1635,3.0
28717,199,1641,4.0
28718,199,1645,2.0
28724,199,1777,3.0
28725,199,1779,2.0
28730,199,1909,3.0
28733,199,1923,5.0
28735,199,1954,4.0
28736,199,1956,3.0
28738,199,2006,3.0
28739,199,2028,4.0
28740,199,2067,4.0
28741,199,2108,3.0
28742,199,2112,2.0
28745,199,2171,4.0
28747,199,2252,3.0
28749,199,2280,3.0
28750,199,2289,5.0
28751,199,2300,5.0
28752,199,2312,3.0
28758,199,2359,3.0
28765,199,2539,4.0
28771,199,2671,4.0
28779,199,2770,3.0
28793,199,3035,4.0
28795,199,3062,4.5
28796,199,3063,2.0
28797,199,3064,2.0
28799,199,3082,3.0
28803,199,3175,4.0
28804,199,3176,3.0
28813,199,3536,4.0
28824,199,4148,1.5
28865,199,5902,3.5
28868,199,6016,4.0
28874,199,6552,3.0
28880,199,6947,3.5
28889,199,7445,3.5
28897,199,8665,3.0
28901,199,8874,4.5
28904,199,8984,3.0
28916,199,48385,1.5
28928,199,57243,3.5
28935,200,5,4.0
28937,200,19,3.5
28941,200,62,3.0
28942,200,104,4.5
28943,200,110,4.5
28944,200,150,4.0
28945,200,165,4.0
28946,200,215,1.0
28947,200,260,5.0
28948,200,261,3.5
28949,200,296,5.0
28950,200,318,5.0
28951,200,339,4.0
28956,200,377,4.0
28957,200,435,4.0
28958,200,441,5.0
28959,200,480,3.5
28960,200,500,3.0
28961,200,508,3.5
28962,200,524,3.5
28964,200,586,3.0
28965,200,588,4.0
28966,200,590,3.5
28967,200,597,5.0
28968,200,648,3.5
28969,200,708,4.0
28971,200,762,3.5
28972,200,780,3.5
28974,200,913,4.0
28982,200,1073,4.0
28983,200,1088,4.0
28989,200,1213,4.0
28992,200,1250,4.0
28993,200,1259,4.0
28994,200,1267,3.0
28996,200,1271,4.0
29000,200,1367,4.0
29001,200,1380,5.0
29002,200,1391,3.5
29005,200,1485,3.5
29012,200,1580,4.0
29014,200,1610,4.0
29015,200,1653,4.0
29017,200,1682,3.5
29020,200,1722,4.5
29021,200,1777,5.0
29023,200,1894,1.0
29024,200,1923,4.0
29025,200,1968,4.0
29026,200,2006,4.0
29027,200,2011,4.0
29029,200,2054,3.0
29030,200,2067,4.0
29032,200,2123,0.5
29037,200,2291,3.5
29038,200,2302,4.0
29039,200,2321,3.0
29041,200,2395,3.5
29044,200,2501,4.5
29045,200,2502,4.0
29051,200,2617,4.0
29053,200,2671,4.0
29065,200,2959,5.0
29068,200,3082,4.0
29070,200,3176,4.0
29082,200,3638,4.0
29117,200,4639,3.0
29118,200,4722,3.0
29119,200,4816,5.0
29120,200,4823,4.0
29122,200,4886,3.5
29128,200,4995,4.0
29174,200,7451,4.5
29184,200,8665,4.0
29187,200,8874,4.0
29191,200,8961,4.0
29193,200,8973,3.5
29195,200,8984,2.5
29202,200,31685,4.0
29219,200,40819,3.5
29232,200,48385,3.0
29236,200,49530,4.0
29269,201,11,4.0
29270,201,16,4.0
29271,201,24,4.0
29272,201,25,5.0
29276,201,150,4.0
29277,201,153,4.0
29279,201,185,3.0
29280,201,196,2.0
29281,201,260,5.0
29282,201,293,3.0
29283,201,296,5.0
29284,201,339,5.0
29286,201,380,4.0
29287,201,435,4.0
29288,201,480,5.0
29290,201,551,4.0
29291,201,587,5.0
29293,201,592,3.0
29294,201,593,5.0
29295,201,597,5.0
29296,201,708,3.0
29298,201,780,4.0
29299,201,788,4.0
29300,201,931,3.0
29301,201,994,4.0
29311,201,1213,4.0
29313,201,1259,4.0
29319,201,1377,2.0
29320,201,1378,4.0
29323,201,1562,2.0
29325,201,1573,4.0
29326,201,1580,4.0
29327,201,1584,5.0
29328,201,1639,5.0
29334,201,1909,5.0
29336,201,1923,5.0
29337,201,1968,5.0
29338,201,2011,5.0
29340,201,2028,5.0
29341,201,2054,4.0
29342,201,2080,4.0
29344,201,2100,4.0
29347,201,2140,4.0
29355,201,2302,5.0
29356,201,2321,4.0
29359,201,2355,5.0
29380,202,6,5.0
29382,202,11,4.0
29388,202,58,4.0
29389,202,62,3.0
29390,202,105,4.0
29391,202,110,4.0
29392,202,150,4.0
29393,202,161,4.0
29394,202,194,3.0
29395,202,235,4.0
29396,202,242,4.0
29397,202,246,5.0
29398,202,260,4.0
29400,202,293,5.0
29401,202,296,4.0
29402,202,300,4.0
29403,202,303,3.0
29404,202,306,5.0
29405,202,307,3.0
29406,202,308,4.0
29407,202,318,4.0
29409,202,350,3.0
29416,202,377,3.0
29418,202,440,3.0
29422,202,469,2.0
29424,202,480,4.0
29425,202,497,4.0
29426,202,507,4.0
29427,202,508,4.0
29428,202,509,3.0
29429,202,523,3.0
29433,202,541,5.0
29434,202,567,3.0
29435,202,574,3.0
29436,202,580,4.0
29437,202,588,4.0
29439,202,590,4.0
29440,202,592,3.0
29441,202,593,5.0
29442,202,595,4.0
29443,202,596,4.0
29444,202,608,4.0
29446,202,647,4.0
29447,202,648,3.0
29448,202,674,2.0
29449,202,678,4.0
29450,202,679,4.0
29451,202,714,4.0
29455,202,780,2.0
29456,202,832,3.0
29458,202,858,4.0
29460,202,912,5.0
29461,202,913,4.0
29462,202,919,4.0
29463,202,920,4.0
29464,202,923,5.0
29465,202,924,5.0
29466,202,953,5.0
29473,202,1089,5.0
29474,202,1090,5.0
29475,202,1092,3.0
29480,202,1125,4.0
29519,202,1246,4.0
29520,202,1247,4.0
29521,202,1249,4.0
29522,202,1259,5.0
29523,202,1262,5.0
29524,202,1265,5.0
29525,202,1266,5.0
29526,202,1267,5.0
29528,202,1271,4.0
29529,202,1272,5.0
29532,202,1277,4.0
29533,202,1278,4.0
29534,202,1280,4.0
29550,202,1358,4.0
29551,202,1370,4.0
29552,202,1372,3.0
29553,202,1374,5.0
29554,202,1375,4.0
29555,202,1376,4.0
29556,202,1378,3.0
29559,202,1391,3.0
29563,202,1396,3.0
29564,202,1429,5.0
29566,202,1485,4.0
29569,202,1537,4.0
29570,202,1580,4.0
29571,202,1584,5.0
29572,202,1586,3.0
29573,202,1587,5.0
29574,202,1610,4.0
29577,202,1639,4.0
29578,202,1641,4.0
29579,202,1643,4.0
29580,202,1645,3.0
29583,202,1682,4.0
29585,202,1722,3.0
29587,202,1792,3.0
29588,202,1909,4.0
29591,202,1954,4.0
29592,202,1957,4.0
29593,202,1958,4.0
29594,202,1959,4.0
29596,202,1961,4.0
29597,202,1968,5.0
29598,202,2000,4.0
29599,202,2001,4.0
29601,202,2011,3.0
29602,202,2018,4.0
29603,202,2020,4.0
29604,202,2021,3.0
29605,202,2022,3.0
29606,202,2024,3.0
29607,202,2028,4.0
29608,202,2064,4.0
29609,202,2100,4.0
29610,202,2105,4.0
29611,202,2108,4.0
29613,202,2116,3.0
29614,202,2118,4.0
29615,202,2133,3.0
29627,202,2268,4.0
29629,202,2288,4.0
29630,202,2289,4.0
29631,202,2291,4.0
29637,202,2355,4.0
29653,202,2470,3.0
29656,202,2528,3.0
29664,202,2640,4.0
29669,202,2752,2.0
29670,202,2761,5.0
29691,202,2959,5.0
29696,202,2990,4.0
29703,202,3036,5.0
29706,202,3062,4.0
29710,202,3072,3.0
29718,202,3176,4.0
29750,202,3526,4.0
29757,202,3635,4.0
29758,202,3638,3.0
29762,202,3681,4.0
29763,202,3682,3.0
29773,202,3763,4.0
29782,203,110,5.0
29783,203,296,5.0
29784,203,318,4.0
29785,203,333,1.0
29790,203,590,5.0
29791,203,832,4.0
29792,203,1584,5.0
29793,203,2001,3.5
29794,203,2100,3.0
29795,203,2105,3.0
29796,203,2302,4.0
29801,203,3101,3.0
29807,203,4886,4.0
29815,203,8665,5.0
29827,204,293,4.5
29828,204,296,4.5
29829,204,527,4.5
29830,204,593,4.5
29831,204,711,2.0
29832,204,858,4.0
29834,204,1089,4.5
29835,204,1090,4.0
29841,204,1653,5.0
29842,204,2313,4.0
29847,204,2959,5.0
29854,204,4886,3.5
29866,204,8874,5.0
29867,204,8974,4.0
29909,205,260,4.5
29911,205,912,2.5
29915,205,3033,4.0
29926,205,77561,4.0
29938,206,14,4.0
29940,206,25,5.0
29943,206,58,5.0
29944,206,62,4.0
29945,206,95,3.0
29946,206,140,4.0
29947,206,141,4.0
29948,206,608,5.0
29949,206,648,3.0
29950,206,661,5.0
29954,206,780,3.0
29955,206,783,4.0
29956,206,786,4.0
29957,206,800,5.0
29958,206,838,5.0
29959,206,1073,3.0
29961,207,100,3.0
29962,207,637,1.0
29968,207,2021,4.0
29969,207,2193,3.0
29972,207,2428,3.5
29982,208,110,4.0
29983,208,198,2.0
29984,208,380,2.0
29989,208,1277,4.0
29990,208,1610,3.0
29991,208,2023,4.0
29992,208,2028,5.0
29993,208,2058,4.0
29999,208,2605,2.0
30000,208,2617,3.0
30007,209,318,5.0
30009,209,593,4.5
30014,209,2028,4.0
30019,209,2959,4.5
30021,209,4011,5.0
30042,210,153,3.5
30043,210,260,5.0
30044,210,296,0.5
30045,210,435,1.5
30054,210,1584,4.0
30055,210,2011,4.5
30056,210,2105,2.5
30067,210,4995,4.5
30114,210,77561,4.5
30150,210,122906,4.5
30181,211,260,4.5
30182,211,296,4.5
30183,211,318,5.0
30185,211,858,4.5
30188,211,1125,4.0
30196,211,1246,4.5
30200,211,1831,3.0
30202,211,2028,4.0
30203,211,2087,3.5
30204,211,2105,3.5
30207,211,2642,3.5
30212,211,2959,5.0
30213,211,3034,4.5
30217,211,3638,4.5
30220,211,4011,4.5
30229,211,8665,4.0
30239,211,49530,4.0
30255,211,77561,3.5
30260,211,85414,2.0
30269,212,260,2.5
30270,212,293,3.0
30271,212,296,3.5
30272,212,318,4.5
30274,212,364,3.0
30275,212,480,3.0
30276,212,541,3.0
30278,212,593,3.5
30279,212,608,3.0
30282,212,780,2.0
30283,212,924,4.0
30296,212,1265,2.5
30302,212,1954,3.5
30303,212,1968,3.0
30304,212,2005,4.0
30305,212,2028,2.5
30306,212,2048,3.5
30308,212,2291,3.5
30314,212,2959,4.5
30322,212,4011,4.0
30334,212,5971,4.0
30346,212,8665,3.0
30348,212,8874,4.0
30350,212,8961,3.0
30365,212,48385,2.5
30369,212,51540,4.0
30407,212,77561,3.0
30418,212,85414,2.5
30473,212,122906,3.0
30518,213,393,2.5
30520,213,858,4.0
30522,213,912,3.5
30530,213,1367,3.5
30531,213,1370,4.0
30532,213,1682,4.0
30535,213,1954,4.5
30537,213,2162,3.5
30543,213,2860,3.0
30545,213,3114,3.5
30562,213,6058,4.0
30563,213,6537,3.5
30575,213,49530,4.0
30603,214,25,2.0
30604,214,62,3.0
30605,214,66,3.0
30606,214,83,3.0
30607,214,104,3.0
30608,214,141,2.0
30609,214,628,3.0
30610,214,648,3.0
30611,214,661,3.0
30615,214,780,3.0
30616,214,788,2.0
30617,214,802,3.0
30619,214,1073,3.0
30624,215,144,4.5
30626,215,223,3.5
30627,215,260,4.5
30628,215,296,3.5
30629,215,318,5.0
30631,215,527,4.5
30632,215,593,3.0
30633,215,608,3.5
30635,215,912,4.5
30637,215,1089,3.0
30638,215,1091,1.5
30650,215,1246,4.5
30651,215,1247,4.5
30652,215,1257,4.0
30653,215,1259,4.5
30654,215,1268,5.0
30655,215,1271,3.5
30663,215,1639,3.0
30665,215,1777,4.5
30666,215,1968,5.0
30667,215,2000,3.0
30668,215,2005,4.5
30669,215,2028,3.0
30683,215,2959,4.5
30722,216,21,3.0
30726,216,104,2.0
30728,216,364,3.0
30729,216,441,3.0
30731,216,497,4.0
30733,216,551,3.0
30734,216,588,4.0
30735,216,594,4.0
30736,216,595,5.0
30737,216,616,4.0
30738,216,648,2.0
30739,216,671,2.0
30740,216,707,2.0
30741,216,898,5.0
30743,216,909,4.0
30744,216,910,4.0
30745,216,913,4.0
30746,216,916,4.0
30747,216,921,4.0
30748,216,922,5.0
30749,216,927,4.0
30750,216,928,5.0
30754,216,951,5.0
30755,216,955,4.0
30762,216,1125,3.0
30775,216,1265,4.0
30776,216,1267,5.0
30778,216,1273,3.0
30779,216,1278,4.0
30780,216,1282,4.0
30787,216,1641,5.0
30788,216,1923,4.0
30789,216,1948,4.0
30790,216,1965,3.0
30791,216,1966,2.0
30792,216,1968,2.0
30793,216,2018,4.0
30794,216,2064,5.0
30796,216,2087,4.0
30797,216,2109,2.0
30807,216,2289,4.0
30808,216,2300,5.0
30809,216,2321,2.0
30812,216,2395,5.0
30816,216,2750,3.0
30817,216,2761,2.0
30818,216,2788,3.0
30825,216,2924,5.0
30826,216,2926,3.0
30832,216,3035,3.0
30835,216,3072,4.0
30853,216,3543,5.0
30871,216,3981,2.0
30888,217,6,2.0
30891,217,12,3.0
30892,217,19,1.0
30893,217,20,2.0
30894,217,22,3.0
30896,217,38,2.0
30902,217,65,1.0
30903,217,87,3.0
30904,217,89,4.0
30905,217,95,3.0
30906,217,110,2.0
30907,217,122,2.0
30908,217,141,3.0
30909,217,153,2.0
30910,217,157,2.0
30911,217,158,2.0
30913,217,164,3.0
30914,217,165,3.0
30915,217,170,3.0
30916,217,172,3.0
30917,217,173,2.0
30918,217,174,2.0
30919,217,198,2.0
30920,217,204,3.0
30921,217,205,3.0
30923,217,216,1.0
30924,217,218,3.0
30925,217,223,4.0
30926,217,234,2.0
30927,217,248,3.0
30928,217,260,5.0
30929,217,267,1.0
30930,217,275,2.0
30931,217,292,3.0
30932,217,296,2.0
30933,217,303,2.0
30934,217,315,2.0
30937,217,329,4.0
30948,217,379,3.0
30949,217,380,2.0
30950,217,387,1.0
30951,217,393,1.0
30953,217,414,3.0
30955,217,421,3.0
30956,217,423,3.0
30957,217,429,1.0
30959,217,433,3.0
30961,217,435,3.0
30962,217,437,2.0
30963,217,438,3.0
30969,217,468,2.0
30972,217,473,2.0
30974,217,479,3.0
30975,217,480,4.0
30979,217,500,3.0
30980,217,504,3.0
30981,217,507,3.0
30987,217,533,2.0
30988,217,544,3.0
30989,217,546,3.0
30990,217,548,3.0
30991,217,551,3.0
30993,217,558,3.0
30994,217,564,1.0
30995,217,575,2.0
30996,217,587,3.0
30998,217,590,4.0
30999,217,592,2.0
31000,217,594,3.0
31001,217,608,5.0
31002,217,616,3.0
31003,217,647,3.0
31004,217,648,5.0
31006,217,661,3.0
31007,217,673,3.0
31008,217,688,2.0
31009,217,692,1.0
31010,217,694,3.0
31017,217,765,2.0
31018,217,780,3.0
31019,217,784,3.0
31021,217,786,4.0
31022,217,788,2.0
31024,217,801,3.0
31025,217,809,2.0
31026,217,813,2.0
31027,217,829,3.0
31028,217,830,3.0
31030,217,837,2.0
31031,217,849,2.0
31032,217,858,2.0
31033,217,870,1.0
31034,217,892,3.0
31035,217,901,1.0
31036,217,902,2.0
31038,217,909,4.0
31039,217,910,4.0
31040,217,919,3.0
31041,217,921,2.0
31043,217,954,4.0
31046,217,990,3.0
31052,217,1018,2.0
31063,217,1073,3.0
31070,217,1089,3.0
31073,217,1126,2.0
31097,217,1259,3.0
31098,217,1265,3.0
31102,217,1278,3.0
31113,217,1359,1.0
31114,217,1367,3.0
31115,217,1370,4.0
31116,217,1371,4.0
31117,217,1372,3.0
31119,217,1374,3.0
31120,217,1375,4.0
31121,217,1376,5.0
31122,217,1377,3.0
31123,217,1380,3.0
31128,217,1391,3.0
31129,217,1396,5.0
31130,217,1405,2.0
31132,217,1429,2.0
31138,217,1480,3.0
